Season,Climate,City,Building type,Cooling startegy,Age,Sex,Thermal sensation,Thermal sensation acceptability ,Thermal preference,Air movement preference,PMV,PPD,Clo,Met,Air temperature (°C),Relative humidity (%),Air velocity (m/s),Outdoor monthly air temperature (°C)
Autumn,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,-1.0,1.0,Cooler,less,0.4,8.0,0.62,1.0,26.8,53.0,0.14,29.7
Autumn,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,1.0,0.0,Cooler,more,0.5,11.0,0.68,1.0,26.4,59.0,0.15,29.7
Autumn,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,0.0,0.0,No Change,no change,0.4,9.0,0.62,1.0,26.4,59.0,0.15,29.7
Autumn,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,0.0,0.0,Cooler,more,0.4,9.0,0.62,1.0,26.4,59.0,0.15,29.7
Autumn,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,-1.0,1.0,Warmer,less,0.5,11.0,0.68,1.0,26.4,59.0,0.15,29.7
Autumn,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,0.0,1.0,Cooler,more,0.4,9.0,0.62,1.0,26.4,59.0,0.15,29.7
Autumn,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,-2.0,1.0,No Change,more,0.7,15.0,0.68,1.0,27.4,56.0,0.16,29.7
Autumn,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,-1.0,1.0,No Change,more,1.0,25.0,0.62,1.0,28.3,51.0,0.04,29.7
Autumn,Tropical wet savanna,Chennai,Office,Air Conditioned,,Female,1.0,1.0,No Change,more,1.3,38.0,0.88,1.0,28.3,51.0,0.04,29.7
Autumn,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,1.0,1.0,Cooler,no change,1.0,25.0,0.62,1.0,28.3,51.0,0.04,29.7
Autumn,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,-3.0,0.0,Cooler,less,1.0,28.0,0.68,1.0,28.3,51.0,0.04,29.7
Autumn,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,1.0,1.0,No Change,more,1.0,28.0,0.68,1.0,28.3,51.0,0.04,29.7
Autumn,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,1.0,1.0,Warmer,less,1.0,25.0,0.62,1.0,28.3,51.0,0.04,29.7
Autumn,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,0.0,1.0,No Change,no change,1.0,28.0,0.62,1.0,28.5,48.0,0.05,29.7
Autumn,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,0.0,1.0,Cooler,more,1.0,28.0,0.62,1.0,28.5,48.0,0.05,29.7
Autumn,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,-1.0,1.0,No Change,more,1.0,28.0,0.62,1.0,28.5,48.0,0.05,29.7
Autumn,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,-1.0,1.0,No Change,more,1.1,32.0,0.68,1.0,28.5,48.0,0.05,29.7
Autumn,Tropical wet savanna,Chennai,Office,Air Conditioned,,Female,0.0,0.0,Cooler,no change,1.1,29.0,0.63,1.0,28.5,48.0,0.05,29.7
Autumn,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,1.0,0.0,Cooler,more,1.2,36.0,0.68,1.0,28.4,53.0,0.04,29.7
Autumn,Tropical wet savanna,Chennai,Office,Air Conditioned,,Female,-1.0,1.0,No Change,more,0.7,15.0,0.72,1.0,26.3,46.0,0.04,29.7
Autumn,Tropical wet savanna,Chennai,Office,Air Conditioned,,Female,-1.0,1.0,No Change,no change,0.7,15.0,0.72,1.0,26.3,46.0,0.04,29.7
Autumn,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,-1.0,1.0,No Change,more,0.6,13.0,0.68,1.0,26.3,46.0,0.04,29.7
Autumn,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,0.0,1.0,Cooler,more,0.5,11.0,0.62,1.0,26.3,46.0,0.04,29.7
Autumn,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,0.0,1.0,Cooler,no change,0.6,13.0,0.68,1.0,26.3,46.0,0.04,29.7
Autumn,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,-1.0,1.0,No Change,no change,0.1,5.0,0.68,1.0,24.6,54.0,0.05,29.7
Autumn,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,-1.0,1.0,Cooler,more,0.0,5.0,0.62,1.0,24.6,54.0,0.05,29.7
Autumn,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,0.0,1.0,Cooler,no change,0.1,5.0,0.68,1.0,24.6,54.0,0.05,29.7
Autumn,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,-1.0,1.0,No Change,more,0.1,5.0,0.68,1.0,24.6,54.0,0.05,29.7
Autumn,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,-1.0,1.0,Warmer,more,0.1,5.0,0.68,1.0,24.6,54.0,0.05,29.7
Autumn,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,2.0,0.0,Cooler,more,0.8,18.0,0.62,1.0,27.7,52.0,0.08,29.7
Autumn,Tropical wet savanna,Chennai,Office,Air Conditioned,,Female,-1.0,0.0,Warmer,no change,0.9,22.0,0.72,1.0,27.7,52.0,0.08,29.7
Autumn,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,-2.0,1.0,No Change,no change,0.8,18.0,0.62,1.0,27.7,52.0,0.08,29.7
Autumn,Tropical wet savanna,Chennai,Office,Air Conditioned,,Female,1.0,1.0,Warmer,more,0.9,22.0,0.72,1.0,27.7,52.0,0.08,29.7
Autumn,Tropical wet savanna,Chennai,Office,Air Conditioned,,Female,1.0,1.0,No Change,more,0.9,22.0,0.72,1.0,27.7,52.0,0.08,29.7
Autumn,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,1.0,1.0,Cooler,more,0.9,21.0,0.68,1.0,29.1,49.0,0.34,29.7
Autumn,Tropical wet savanna,Chennai,Office,Air Conditioned,,Female,0.0,1.0,Cooler,more,1.2,37.0,0.95,1.0,29.1,49.0,0.34,29.7
Autumn,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,0.0,0.0,Cooler,more,0.8,18.0,0.62,1.0,29.1,49.0,0.34,29.7
Autumn,Tropical wet savanna,Chennai,Office,Air Conditioned,,Female,3.0,1.0,Cooler,no change,0.9,24.0,0.72,1.0,29.1,49.0,0.34,29.7
Autumn,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,1.0,1.0,No Change,no change,0.8,18.0,0.62,1.0,29.1,49.0,0.34,29.7
Autumn,Tropical wet savanna,Chennai,Office,Air Conditioned,,Female,2.0,0.0,Cooler,more,1.4,47.0,0.95,1.0,29.1,48.0,0.15,29.7
Autumn,Tropical wet savanna,Chennai,Office,Air Conditioned,,Female,-2.0,1.0,No Change,more,0.3,7.0,0.72,1.0,25.9,36.0,0.01,29.7
Autumn,Tropical wet savanna,Chennai,Office,Air Conditioned,,Female,3.0,0.0,Cooler,more,0.3,7.0,0.72,1.0,25.9,36.0,0.01,29.7
Autumn,Tropical wet savanna,Chennai,Office,Air Conditioned,,Female,-1.0,1.0,Cooler,more,0.2,6.0,0.63,1.0,25.6,52.0,0.02,29.7
Autumn,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,1.0,1.0,No Change,no change,0.2,6.0,0.62,1.0,25.6,52.0,0.02,29.7
Autumn,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,-1.0,1.0,Warmer,less,-0.4,8.0,0.68,1.0,25.9,52.0,0.4,29.7
Autumn,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,0.0,1.0,Cooler,more,0.2,6.0,0.68,1.0,26.2,52.0,0.12,29.7
Autumn,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,-2.0,1.0,No Change,more,0.4,8.0,0.68,1.0,26.2,51.0,0.01,29.7
Autumn,Tropical wet savanna,Chennai,Office,Air Conditioned,,Female,-1.0,1.0,Warmer,more,0.1,5.0,0.63,1.0,25.6,52.0,0.06,29.7
Autumn,Tropical wet savanna,Chennai,Office,Air Conditioned,,Female,-3.0,1.0,Warmer,less,0.1,5.0,0.72,1.0,25.1,46.0,0.03,29.7
Autumn,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,1.0,1.0,No Change,more,0.1,5.0,0.68,1.0,25.1,46.0,0.03,29.7
Autumn,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,0.0,1.0,No Change,no change,0.1,5.0,0.68,1.0,25.1,46.0,0.03,29.7
Autumn,Tropical wet savanna,Chennai,Office,Air Conditioned,,Female,-1.0,1.0,Cooler,more,0.5,11.0,0.72,1.0,26.7,48.0,0.07,29.7
Autumn,Tropical wet savanna,Chennai,Office,Air Conditioned,,Female,0.0,1.0,Cooler,more,0.5,11.0,0.72,1.0,26.7,48.0,0.07,29.7
Autumn,Tropical wet savanna,Chennai,Office,Air Conditioned,,Female,1.0,0.0,Cooler,more,0.4,8.0,0.72,1.0,26.6,47.0,0.11,29.7
Autumn,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,-1.0,1.0,No Change,more,0.2,6.0,0.62,1.0,26.6,47.0,0.11,29.7
Autumn,Tropical wet savanna,Chennai,Office,Air Conditioned,,Female,-1.0,1.0,No Change,more,0.3,6.0,0.63,1.0,26.1,47.0,0.07,29.7
Autumn,Tropical wet savanna,Chennai,Office,Air Conditioned,,Female,-1.0,1.0,No Change,no change,0.4,9.0,0.72,1.0,26.1,47.0,0.07,29.7
Autumn,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,0.0,1.0,No Change,no change,0.0,5.0,0.62,1.0,26.4,48.0,0.2,29.7
Autumn,Tropical wet savanna,Chennai,Office,Air Conditioned,,Female,-1.0,1.0,No Change,no change,0.2,6.0,0.72,1.0,26.4,48.0,0.2,29.7
Autumn,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,1.0,1.0,Cooler,more,0.4,8.0,0.68,1.0,26.3,46.0,0.03,29.7
Autumn,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,0.0,0.0,Cooler,more,0.4,8.0,0.68,1.0,26.3,46.0,0.03,29.7
Autumn,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,1.0,1.0,Cooler,more,0.6,13.0,0.68,1.0,28.1,40.0,0.18,29.7
Autumn,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,1.0,1.0,Cooler,more,1.0,24.0,0.68,1.0,28.6,37.0,0.06,29.7
Autumn,Tropical wet savanna,Chennai,Office,Air Conditioned,,Female,1.0,0.0,Cooler,more,1.0,26.0,0.72,1.0,28.6,37.0,0.06,29.7
Autumn,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,1.0,1.0,Cooler,more,0.6,14.0,0.68,1.0,28.3,36.0,0.19,29.7
Autumn,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,0.0,1.0,Cooler,more,0.6,14.0,0.68,1.0,28.3,36.0,0.19,29.7
Autumn,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,0.0,1.0,Cooler,more,1.0,28.0,0.68,1.0,28.7,36.0,0.07,29.7
Autumn,Tropical wet savanna,Chennai,Office,Air Conditioned,,Female,0.0,1.0,No Change,no change,0.8,18.0,0.72,1.0,27.0,39.0,0.09,29.7
Autumn,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,-2.0,1.0,No Change,more,0.7,16.0,0.68,1.0,27.0,39.0,0.09,29.7
Autumn,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,1.0,0.0,Cooler,more,0.7,16.0,0.68,1.0,27.0,39.0,0.09,29.7
Autumn,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,1.0,1.0,Cooler,more,0.7,16.0,0.68,1.0,27.0,39.0,0.09,29.7
Autumn,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,-1.0,1.0,No Change,more,0.0,5.0,0.68,1.0,24.4,40.0,0.03,29.7
Autumn,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,-1.0,1.0,No Change,more,0.0,5.0,0.68,1.0,24.4,40.0,0.03,29.7
Autumn,Tropical wet savanna,Chennai,Office,Air Conditioned,,Female,-1.0,0.0,Warmer,more,0.1,5.0,0.72,1.0,24.4,40.0,0.03,29.7
Autumn,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,3.0,1.0,No Change,no change,0.0,5.0,0.68,1.0,24.4,40.0,0.03,29.7
Autumn,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,-1.0,1.0,No Change,more,0.7,14.0,0.68,1.0,26.2,60.0,0.05,29.7
Autumn,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,-1.0,1.0,No Change,more,0.6,12.0,0.62,1.0,26.2,60.0,0.05,29.7
Autumn,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,0.0,0.0,No Change,less,0.7,14.0,0.68,1.0,26.2,60.0,0.05,29.7
Autumn,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,-1.0,1.0,No Change,no change,0.7,14.0,0.68,1.0,26.2,60.0,0.05,29.7
Autumn,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,0.0,1.0,Cooler,more,0.5,10.0,0.68,1.0,27.2,59.0,0.32,29.7
Autumn,Tropical wet savanna,Chennai,Office,Air Conditioned,,Female,1.0,1.0,Cooler,more,0.6,12.0,0.72,1.0,27.2,59.0,0.32,29.7
Autumn,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,-2.0,0.0,No Change,more,0.4,9.0,0.68,1.0,26.0,50.0,0.1,29.7
Autumn,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,1.0,0.0,Cooler,more,0.4,9.0,0.68,1.0,26.0,50.0,0.1,29.7
Autumn,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,1.0,0.0,Cooler,more,0.4,9.0,0.68,1.0,26.0,50.0,0.1,29.7
Autumn,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,2.0,0.0,Cooler,more,0.2,5.0,0.68,1.0,25.4,49.0,0.13,29.7
Autumn,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,-1.0,1.0,No Change,no change,0.2,6.0,0.62,1.0,28.6,54.0,1.02,29.7
Autumn,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,-1.0,1.0,Warmer,more,0.1,5.0,0.68,1.0,26.6,51.0,0.25,29.7
Autumn,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,1.0,0.0,Cooler,more,0.7,16.0,0.62,1.0,28.3,51.0,0.21,29.7
Autumn,Tropical wet savanna,Chennai,Office,Air Conditioned,,Male,2.0,0.0,Cooler,more,0.8,19.0,0.68,1.0,28.3,51.0,0.21,29.7
Autumn,Tropical wet savanna,Chennai,Office,Mixed Mode,,Male,-2.0,1.0,Warmer,no change,1.2,35.0,0.68,1.0,28.6,57.0,0.04,29.7
Autumn,Tropical wet savanna,Chennai,Office,Mixed Mode,,Male,1.0,0.0,Cooler,more,1.2,35.0,0.68,1.0,28.6,57.0,0.04,29.7
Autumn,Tropical wet savanna,Chennai,Office,Mixed Mode,,Female,-1.0,1.0,No Change,no change,1.5,49.0,0.95,1.0,28.6,57.0,0.04,29.7
Autumn,Tropical wet savanna,Chennai,Office,Mixed Mode,,Male,0.0,1.0,Cooler,more,-0.3,7.0,0.62,1.0,25.6,45.0,0.34,29.7
Autumn,Tropical wet savanna,Chennai,Office,Mixed Mode,,Male,-1.0,1.0,No Change,more,-0.2,6.0,0.68,1.0,25.6,45.0,0.34,29.7
Autumn,Tropical wet savanna,Chennai,Office,Mixed Mode,,Male,-1.0,1.0,No Change,no change,-0.3,7.0,0.62,1.0,25.6,45.0,0.34,29.7
Autumn,Tropical wet savanna,Chennai,Office,Mixed Mode,,Male,-1.0,1.0,No Change,no change,-0.2,6.0,0.68,1.0,25.6,45.0,0.34,29.7
Autumn,Tropical wet savanna,Chennai,Office,Mixed Mode,,Male,-1.0,1.0,No Change,more,-0.2,6.0,0.68,1.0,25.6,45.0,0.34,29.7
Autumn,Tropical wet savanna,Chennai,Office,Mixed Mode,,Male,-1.0,1.0,No Change,no change,-0.2,6.0,0.68,1.0,25.6,45.0,0.34,29.7
Autumn,Tropical wet savanna,Chennai,Office,Mixed Mode,,Male,-1.0,1.0,No Change,no change,0.5,11.0,0.62,1.0,28.7,67.0,1.14,29.7
Autumn,Tropical wet savanna,Chennai,Office,Mixed Mode,,Male,0.0,1.0,No Change,no change,0.7,15.0,0.68,1.0,28.7,67.0,1.14,29.7
Autumn,Tropical wet savanna,Chennai,Office,Mixed Mode,,Female,-1.0,1.0,No Change,no change,0.6,12.0,0.63,1.0,28.7,67.0,1.14,29.7
Autumn,Tropical wet savanna,Chennai,Office,Mixed Mode,,Male,-1.0,1.0,No Change,no change,0.5,11.0,0.62,1.0,28.7,67.0,1.14,29.7
Autumn,Tropical wet savanna,Chennai,Office,Mixed Mode,,Female,0.0,1.0,No Change,less,0.6,12.0,0.63,1.0,28.7,67.0,1.14,29.7
Autumn,Tropical wet savanna,Chennai,Office,Mixed Mode,,Male,-1.0,1.0,Cooler,more,0.9,21.0,0.68,1.0,27.9,61.0,0.28,29.7
Autumn,Tropical wet savanna,Chennai,Office,Mixed Mode,,Male,1.0,0.0,Cooler,more,0.9,21.0,0.68,1.0,27.9,61.0,0.28,29.7
Autumn,Tropical wet savanna,Chennai,Office,Mixed Mode,,Male,-1.0,1.0,No Change,more,0.9,21.0,0.68,1.0,27.9,61.0,0.28,29.7
Autumn,Tropical wet savanna,Chennai,Office,Mixed Mode,,Male,0.0,1.0,No Change,no change,0.8,17.0,0.62,1.0,27.9,61.0,0.28,29.7
Autumn,Tropical wet savanna,Chennai,Office,Mixed Mode,,Male,-1.0,1.0,No Change,more,0.8,17.0,0.62,1.0,27.9,61.0,0.28,29.7
Autumn,Tropical wet savanna,Chennai,Office,Mixed Mode,,Male,0.0,1.0,No Change,more,0.8,17.0,0.62,1.0,27.9,61.0,0.28,29.7
Autumn,Tropical wet savanna,Chennai,Office,Mixed Mode,,Male,3.0,0.0,Cooler,more,0.8,17.0,0.62,1.0,27.9,61.0,0.28,29.7
Autumn,Tropical wet savanna,Chennai,Office,Mixed Mode,,Male,-1.0,1.0,Warmer,no change,0.0,5.0,0.68,1.0,25.9,42.0,0.19,29.7
Autumn,Tropical wet savanna,Chennai,Office,Mixed Mode,,Male,-1.0,1.0,Cooler,more,-0.1,5.0,0.62,1.0,25.9,42.0,0.19,29.7
Autumn,Tropical wet savanna,Chennai,Office,Mixed Mode,,Male,-1.0,1.0,Warmer,more,0.0,5.0,0.68,1.0,25.9,42.0,0.19,29.7
Autumn,Tropical wet savanna,Chennai,Office,Mixed Mode,,Male,0.0,1.0,Cooler,more,-0.1,5.0,0.62,1.0,25.9,42.0,0.19,29.7
Autumn,Tropical wet savanna,Chennai,Office,Mixed Mode,,Male,0.0,1.0,No Change,more,-0.1,5.0,0.62,1.0,25.9,42.0,0.19,29.7
Autumn,Tropical wet savanna,Chennai,Office,Mixed Mode,,Male,0.0,1.0,Cooler,more,-0.1,5.0,0.62,1.0,25.9,42.0,0.19,29.7
Autumn,Tropical wet savanna,Chennai,Office,Mixed Mode,,Male,0.0,1.0,Warmer,more,0.0,5.0,0.68,1.0,25.9,42.0,0.19,29.7
Autumn,Tropical wet savanna,Chennai,Office,Mixed Mode,,Male,1.0,1.0,No Change,no change,1.1,29.0,0.68,1.0,28.9,63.0,0.48,29.7
Autumn,Tropical wet savanna,Chennai,Office,Mixed Mode,,Female,-1.0,1.0,No Change,less,1.0,25.0,0.63,1.0,28.9,63.0,0.48,29.7
Autumn,Tropical wet savanna,Chennai,Office,Mixed Mode,,Female,0.0,1.0,No Change,no change,1.0,25.0,0.63,1.0,28.9,63.0,0.48,29.7
Autumn,Tropical wet savanna,Chennai,Office,Mixed Mode,,Female,-1.0,1.0,No Change,no change,1.0,25.0,0.63,1.0,28.9,63.0,0.48,29.7
Autumn,Tropical wet savanna,Chennai,Office,Mixed Mode,,Female,-1.0,1.0,No Change,no change,1.0,25.0,0.63,1.0,28.9,63.0,0.48,29.7
Autumn,Tropical wet savanna,Chennai,Office,Mixed Mode,,Female,0.0,1.0,No Change,more,1.1,32.0,0.72,1.0,28.9,63.0,0.48,29.7
Autumn,Tropical wet savanna,Chennai,Office,Mixed Mode,,Male,1.0,1.0,No Change,more,1.3,39.0,0.68,1.0,29.6,59.0,0.33,29.7
Autumn,Tropical wet savanna,Chennai,Office,Mixed Mode,,Male,-1.0,1.0,Cooler,more,1.2,35.0,0.62,1.0,29.6,59.0,0.33,29.7
Autumn,Tropical wet savanna,Chennai,Office,Mixed Mode,,Male,1.0,1.0,No Change,more,1.2,35.0,0.62,1.0,29.6,59.0,0.33,29.7
Autumn,Tropical wet savanna,Chennai,Office,Mixed Mode,,Male,0.0,1.0,No Change,no change,1.3,39.0,0.68,1.0,29.6,59.0,0.33,29.7
Autumn,Tropical wet savanna,Chennai,Office,Mixed Mode,,Male,0.0,1.0,Cooler,more,1.3,39.0,0.68,1.0,29.6,59.0,0.33,29.7
Autumn,Tropical wet savanna,Chennai,Office,Mixed Mode,,Female,-1.0,1.0,No Change,more,1.5,52.0,0.72,1.0,29.7,60.0,0.16,29.7
Autumn,Tropical wet savanna,Chennai,Office,Mixed Mode,,Female,-1.0,1.0,No Change,more,1.5,52.0,0.72,1.0,29.7,60.0,0.16,29.7
Autumn,Tropical wet savanna,Chennai,Office,Mixed Mode,,Female,0.0,1.0,No Change,more,1.5,52.0,0.72,1.0,29.7,60.0,0.16,29.7
Autumn,Tropical wet savanna,Chennai,Office,Mixed Mode,,Female,1.0,1.0,No Change,more,1.3,41.0,0.72,1.0,29.5,61.0,0.46,29.7
Autumn,Tropical wet savanna,Chennai,Office,Mixed Mode,,Female,0.0,1.0,Cooler,more,1.3,41.0,0.72,1.0,29.5,61.0,0.46,29.7
Autumn,Tropical wet savanna,Chennai,Office,Mixed Mode,,Female,-1.0,1.0,No Change,no change,1.3,41.0,0.72,1.0,29.5,61.0,0.46,29.7
Autumn,Tropical wet savanna,Chennai,Office,Mixed Mode,,Male,0.0,1.0,No Change,less,1.2,34.0,0.62,1.0,29.5,61.0,0.46,29.7
Autumn,Tropical wet savanna,Chennai,Office,Mixed Mode,,Male,-1.0,0.0,No Change,more,1.3,38.0,0.68,1.0,29.5,61.0,0.46,29.7
Autumn,Tropical wet savanna,Chennai,Office,Mixed Mode,,Male,-2.0,0.0,Warmer,less,1.3,38.0,0.68,1.0,29.5,61.0,0.46,29.7
Autumn,Tropical wet savanna,Chennai,Office,Mixed Mode,,Female,-1.0,1.0,No Change,no change,1.3,41.0,0.72,1.0,29.5,61.0,0.38,29.7
Autumn,Tropical wet savanna,Chennai,Office,Mixed Mode,,Male,-1.0,1.0,No Change,no change,1.0,28.0,0.62,1.0,28.9,62.0,0.34,29.7
Autumn,Tropical wet savanna,Chennai,Office,Mixed Mode,,Male,0.0,1.0,Cooler,more,1.1,33.0,0.68,1.0,28.9,62.0,0.34,29.7
Autumn,Tropical wet savanna,Chennai,Office,Mixed Mode,,Female,1.0,1.0,Cooler,more,1.2,35.0,0.72,1.0,28.9,62.0,0.34,29.7
Autumn,Tropical wet savanna,Chennai,Office,Mixed Mode,,Male,1.0,0.0,Cooler,more,1.6,56.0,0.68,1.0,29.7,65.0,0.11,29.7
Autumn,Tropical wet savanna,Chennai,Office,Mixed Mode,,Male,2.0,1.0,Cooler,more,1.5,53.0,0.62,1.0,29.7,65.0,0.11,29.7
Autumn,Tropical wet savanna,Chennai,Office,Mixed Mode,,Male,-1.0,1.0,No Change,no change,1.6,56.0,0.68,1.0,29.7,65.0,0.11,29.7
Autumn,Tropical wet savanna,Chennai,Office,Mixed Mode,,Female,0.0,1.0,Cooler,more,1.4,46.0,0.72,1.0,29.6,58.0,0.3,29.7
Autumn,Tropical wet savanna,Chennai,Office,Mixed Mode,,Female,0.0,1.0,No Change,more,1.3,40.0,0.63,1.0,29.6,58.0,0.3,29.7
Autumn,Tropical wet savanna,Chennai,Office,Mixed Mode,,Female,1.0,1.0,Cooler,more,1.4,46.0,0.72,1.0,29.6,58.0,0.3,29.7
Autumn,Tropical wet savanna,Chennai,Office,Mixed Mode,,Female,-1.0,1.0,No Change,more,1.3,40.0,0.63,1.0,29.6,58.0,0.3,29.7
Autumn,Tropical wet savanna,Chennai,Office,Mixed Mode,,Female,-1.0,1.0,No Change,no change,1.4,46.0,0.95,1.0,28.9,62.0,0.43,29.7
Autumn,Tropical wet savanna,Chennai,Office,Mixed Mode,,Male,1.0,0.0,No Change,less,0.9,24.0,0.62,1.0,28.9,62.0,0.43,29.7
Autumn,Tropical wet savanna,Chennai,Office,Mixed Mode,,Female,0.0,1.0,No Change,no change,1.4,46.0,0.95,1.0,28.9,62.0,0.43,29.7
Autumn,Tropical wet savanna,Chennai,Office,Mixed Mode,,Male,0.0,1.0,No Change,no change,1.0,28.0,0.68,1.0,28.9,62.0,0.43,29.7
Autumn,Tropical wet savanna,Chennai,Office,Mixed Mode,,Female,-1.0,1.0,No Change,less,1.2,34.0,0.63,1.0,28.8,63.0,0.2,29.7
Autumn,Tropical wet savanna,Chennai,Office,Mixed Mode,,Female,0.0,1.0,No Change,no change,1.0,24.0,0.63,1.0,28.9,62.0,0.43,29.7
Autumn,Tropical wet savanna,Chennai,Office,Mixed Mode,,Male,0.0,1.0,No Change,no change,0.7,17.0,0.62,1.0,27.8,68.0,0.2,29.7
Autumn,Tropical wet savanna,Chennai,Office,Mixed Mode,,Male,0.0,1.0,No Change,no change,0.7,16.0,0.62,1.0,27.3,54.0,0.03,29.7
Autumn,Tropical wet savanna,Chennai,Office,Mixed Mode,,Female,0.0,1.0,No Change,no change,1.1,32.0,0.95,1.0,27.3,54.0,0.03,29.7
Autumn,Tropical wet savanna,Chennai,Office,Mixed Mode,,Male,0.0,0.0,Cooler,more,0.6,11.0,0.62,1.0,26.9,49.0,0.02,29.7
Autumn,Tropical wet savanna,Chennai,Office,Mixed Mode,,Male,-1.0,1.0,Warmer,more,0.6,11.0,0.62,1.0,26.9,49.0,0.02,29.7
Autumn,Tropical wet savanna,Chennai,Office,Mixed Mode,,Male,-1.0,1.0,No Change,more,0.6,11.0,0.62,1.0,26.9,49.0,0.02,29.7
Autumn,Tropical wet savanna,Chennai,Office,Mixed Mode,,Male,0.0,1.0,No Change,no change,0.6,11.0,0.62,1.0,26.9,49.0,0.02,29.7
Autumn,Tropical wet savanna,Chennai,Office,Mixed Mode,,Male,-1.0,1.0,No Change,more,0.6,11.0,0.62,1.0,26.9,49.0,0.02,29.7
Autumn,Tropical wet savanna,Chennai,Office,Mixed Mode,,Male,0.0,1.0,Cooler,more,1.0,24.0,0.62,1.0,27.0,46.0,0.01,29.7
Autumn,Tropical wet savanna,Chennai,Office,Mixed Mode,,Male,0.0,1.0,No Change,no change,1.0,24.0,0.62,1.0,27.0,46.0,0.01,29.7
Autumn,Tropical wet savanna,Chennai,Office,Mixed Mode,,Male,0.0,1.0,Cooler,more,1.0,24.0,0.62,1.0,27.0,46.0,0.01,29.7
Autumn,Tropical wet savanna,Chennai,Office,Mixed Mode,,Male,0.0,1.0,Cooler,more,1.0,24.0,0.62,1.0,27.0,46.0,0.01,29.7
Autumn,Tropical wet savanna,Chennai,Office,Mixed Mode,,Female,-1.0,1.0,No Change,more,0.5,10.0,0.62,1.0,26.9,45.0,0.03,29.7
Autumn,Tropical wet savanna,Chennai,Office,Mixed Mode,,Male,0.0,0.0,Cooler,no change,0.5,10.0,0.62,1.0,26.9,45.0,0.03,29.7
